Codigo;Nome;Sigla;CodigoPai
76316;Área de Proteção Ambiental do Delta do Parnaíba;APA-Parnaíba;103260
76317;Estação Ecológica de Uruçuí Uná;EECO-UNA;103260
76318;Parque Nacional Serra da Capivara;PARNA-SCapivara;103260
76319;Parque Nacional Serra das Confusões;PARNA-SConfusões;103260
76320;Parque Nacional Sete Cidades;PARNA-SCidades;103260
76321;Estação Ecológica do Seridó;ESEC-Seridó;103261
76322;Floresta Nacional de Açú;FLONA-AÇÚ;103261
76324;Serviço de Suporte Técnico;SETE/CMA;57356
76325;Área de Proteção Ambiental de Fernando de Noronha;APA-FNoronha;103261
76326;Reserva Biológica de Saltinho;REBIO-Saltinho;103261
119181;Assessoria de Comunicação;N/D;36227
116850;Agência da Previdência Social - C - São Paulo-Anhangabaú;APSANH;41361
76330;Reserva Biológica Santa Isabel;REBIO-StaIsabel;103261
119182;Diretoria de Ensino Básico e de Graduação;N/D;95990
76332;Área de Proteção Ambiental dos Meandros do Araguaia;APA-MAraguaia;103265
76333;Floresta Nacional de Silvânia;FLONA-Silvânia;89408
76334;Parque Nacional das Emas;PARNA-Emas;103265
103198;Gerência Técnica de Planejamento e Acompanhamento;GTPA;97048
76336;Estação Ecológica de Iquê ;EECO-IQUÊ;103265
76337;Estação Ecológica da Serra das Araras;EECO-SAraras;103265
76338;Estação Ecológica da Taiamã;EECO-Taiamã;103265
91453;Auditoria Interna;AIC;30860
76339;Parque Nacional do Pantanal Matogrossense;PARNA-PM;103265
104590;Gerência de Marketing e Comunicação Social;MCSU;60114
76341;Serviço;SERV;55936
37197;Agência do IBGE em Concórdia;AG-CONC;20857
37198;Coordenadoria de Comunicação Social;ACS-CEFETES;25330
37201;Agência do IBGE em Belo Jardim;AG-BJ;20874
37216;Coordenação de Ensino e Pesquisa, Ciência e Tecnologia da Informação;COEPE;12
37218;Gerência Educacional II;GE II-Serra;37215
37220;Coordenação de Administração Geral;CAG-Serra;37215
37221;Serviço;N/D;4301
104758;Coordenação de Homologação de Especificações Técnicas;DEOR-1;104380
115489;Ouvidoria;N/D;3917
103200;Gerência Técnica de Planejamento Institucional;GTPI;103199
89898;Gerência Educacional de Tecnologia de Alimentos;GETAL;30581
37235;Coordenação de Biblioteca;CBIB  ;37238
37237;Procuradoria Jurídica;PJ;438
108147;Conselho Editorial da Revista Brasileira de Pós-Graduação - RBPG;CERB-CAPES;250
123148;Escritório Regional do Simples Nacional em Recife;N/D;101141
110878;Equipe de Fiscalização 3;EFI/3;3190
108200;Divisão de Análise e Previsões;DVAPR;108202
37258;Conselho Técnico-Profissional;CTP ;438
37259;Conselho Diretor;CD  ;438
95638;Consulado-Geral do Brasil em Washington;CONS-WASHING-EUA;263
88782;Divisao de Apoio Técnico;N/D;88780
117143;Comissão Intergestores Tripartite;CIT;305
117213;Secretaria de Apoio Administrativo;SAD/CPPP;16611
117215;Secretaria Acadêmica;SECAC/CPPP;16611
117216;Secretaria de Apoio Administrativo;SAD-CPCS;107574
88788;Divisao de Urgência e Emergência;N/D;88786
95639;Consulado-Geral do Brasil em Hartford;CONS-HARTFOR-EUA;263
88792;Serviço de Apoio Diagnóstico e Terapêutico;N/D;88790
88793;Serviço de Assistência Farmacêutica;N/D;88790
88794;Serviço de Infraestrutura;N/D;88796
88795;Serviço de Controle e Contratos;N/D;88796
88798;Serviço de Orçamento e Finanças;N/D;88797
91448;Coordenação de Eventos e Cerimonial;CEC;30860
88799;Serviço de Compras;N/D;88797
88800;Serviço de Administração de Recursos Humanos;N/D;88791
91449;Coordenação de Cultura e Artes;CCA;30860
37304;Conselho Diretor;CD-CEFETMT;452
37305;Auditoria-Geral;AG/PRA;25063
37307;Câmara Temática de Saúde e Meio Ambiente no Trânsito;N/D;321
88804;Serviço de Apoio Diagnóstico e Terapêutico;N/D;88802
88805;Serviço de Enfermagem;N/D;88802
88806;Serviço de Planejamento;N/D;88808
88807;Serviço de Apoio Administrativo;N/D;88801
88810;Serviço de Infraestrutura;N/D;88808
37317;Consulado Honorário em São Carlos de Bariloche;ARGENTINA;26551
88811;Serviço de Compras;N/D;88809
88812;Serviço de Hotelaria;N/D;88803
110880;Equipe de Arrecadação e Cobrança 2;EAC/2;3294
37324;Coordenação de Imprensa;COI;24961
91258;Conselho Deliberativo da Reserva Extrativista de Médio Juruá;CD MJuruá;89327
37326;Consulado Honorário em Willemstad;CH-TRINDADE/TOBA;884
37327;Consulado Honorário em Bolonha;CH-ITALIA;37328
88815;Divisão Médica de Emergência;N/D;88814
37331;Unidade Local em Teresópolis;2UL-DRF7;69288
105081;Centro de Referência do Trabalhador Leonel Brizola;CCSG;42826
106425;Setor de Auditoria Interna;STAI;3930
105227;Campus Alcântara;Campus Alcântara;100921
105228;Campus Bacabal;Campus Bacabal;100921
105229;Campus Barreirinhas;Cam.Barreirinhas;100921
105230;Campus Barra do Corda;C.Barra do Corda;100921
88816;Serviço de Assistência Farmacêutica;N/D;88814
37340;Unidade de Arqueologia;UA/MAEP;13026
37341;Gerência do Projeto de Atenção Integral à Criança e ao Adolescente;GPAICA;25068
88817;Serviço de Apoio Diagnóstico e Terapêutico;N/D;88814
88818;Serviço de Controle e Contratos;N/D;88820
106426;Seção de Apoio à Aprendizagem;SAA;34387
88819;Serviço de Administração de Recursos Humanos;N/D;88820
105232;Campus Caxias;Campus Caxias;100921
106427;Coordenadoria de Atendimento ao Educando;CAE;34387
105234;Campus Pinheiro;Campus Pinheiro;100921
101101;Seção de Lotação, Cadastro e Pagamento;SLCP;8700
106428;Setor de Almoxarifado;STA;8700
37352;Comitê Nacional para os Refugiados;CONARE;37353
105236;Campus São João dos Patos;Cam.S. J. Patos;100921
105237;Campus Timon;Campus Timon;100921
106429;Setor de Agroindústria;SAGR;8700
106430;Setor de Zootecnia II;SZOO II;8700
105239;Campus Caxias do Sul;CCAN/IF RS;100918
105240;Campus Erechim;CCAN/IF RS;100918
106431;Secretaria;SEC;105164
88822;Serviço de Infraestrutura;N/D;88820
37363;Consulado Honorário em Luxemburgo;CH-BELGICA;8648
37364;Unidade Local em Osório;4UL-10UNIT;69292
88823;Serviço de Compras;N/D;88821
88824;Serviço de Orçamento e Finanças;N/D;88821
105242;Campus Porto Alegre;CCAN/IF RS;100918
105243;Campus Porto Alegre Restinga;CCAN/IF RS;100918
105244;Campus Rio Grande;CCAN/IF RS;100918
37372;Gerência Técnica Administrativa;N/D;12161
37373;Coordenação do Curso de Educação Artística;CCEA/CCHLA-UFPB;12158
37374;Coordenação do Curso de Bacharelado em Física;CCBF/CCT-UFCG;71043
117610;Subdepartamento de Operações;N/D;58527
105940;Unidade de Vigilância Agropecuária em Sepetiba;UVAGRO/SEP/RJ;108854
117516;Serviço de Inspeção e  Saúde Animal;SISA/DDA/SFA-RJ;108854
117933;Coordenação do Curso de Graduação em Engenharia Elétrica;N/D;83649
118022;Assessoria da Pró-Reitoria de Ensino;DEA;103529
37381;Curso de Pós-Graduação em Bioquímica;CPGB/UFPR;12567
37382;Coordenação do Curso de Psicologia;CPSI/SCHLA;12576
37383;Coordenação do Curso de Pós-Graduação em Economia;CCPGE/SCSA;12589
118023;Procuradoria Educacional Institucional;DEA;103529
105344;Coordenadoria de Seleção e Desenvolvimento de Pessoas;CSDP;105343
105345;Departamento de Relações Institucionais ;DERIC;103530
105346;Coordenação do Programa Mulheres Mil ;CMMIL;118127
118016;Coordenação de Programas de Assistência;COPAS;118015
105349;Câmara de Ensino;CEnsino;36020
105350;Câmara de Pesquisa e Pós-Graduação;CPPG;36020
105351;Câmara de Extensão e Cultura;CEC;36020
105353;Coordenação de Apoio à Pesquisa;DIVPES;105352
37401;Serviço 1;N/D;37348
37404;Serviço 2;N/D;37348
37405;Serviço 3;N/D;37348
105357;Divisão de Execução Orçamentária;DIVEO;105356
105358;Divisão de Contabilidade e Finanças;DIVCF;105356
105361;Assessoria de Gestão de Pessoas;ASGP;105360
105362;Divisão de Documentação e Cadastro;DIVDC;105360
105363;Coordenação de Legislação e Normas;DIVLN;105360
37412;Superintendência Médica;SM/HUGG;16746
88827;Divisão Médica de Emergência;N/D;88826
37414;Consulado Honorário em Hannover;CH-ALEMANHA;846
88828;Serviço de Infraestrutura;N/D;88832
106432;Coordenação de Comunicação Social ;COCOM;105164
106433;Assessoria Jurídica;ASSEJUR;105164
118089;Núcleo de Assuntos Internacionais;NAI;105310
37423;Divisão de Atividades Extra-Curriculares;DAEC/UFRJ;426
37424;Divisão de Planejamento;DP/CCA;22305
37425;Secretaria de Administração e Finanças;SAF;22228
37426;Departamento de Física;DF-UFRR;28915
97622;Coordenação de Cultura;COC;97621
88829;Serviço de Controle e Contratos ;N/D;88832
88830;Serviço de Orçamento e Finanças ;N/D;88833
37430;Consulado Honorário em Stuttgart;CH-ALEMANHA;37432
88831;Serviço de Compras ;N/D;88833
37433;Consulado Honorário em Santander;CH-ESPANHA;871
121600;Comissão Própria de Avaliação;COC-UNIFEI;462
37435;Coordenação Financeira;CA-NTI;13095
37436;Unidade de Programação Cultural;UPC/PREC;25068
88834;Serviço de Hotelaria e Zeladoria;N/D;88833
37440;Unidade de Projetos e Extensão;UPE/PREC;25068
37441;Departamento de Arquivologia e Biblioteconomia;N/D;16259
37445;Serviço de Equipamentos de Informática;SEI/NM;37444
37452;Centro de Hidrografia da Marinha;CHM;211
37453;Base de Hidrografia da Marinha em Niterói;BHMN;211
99024;Coordenadoria de Projetos;N/D;97638
88835;Serviço de Pacientes Externos;N/D;88826
37456;Segundo Esquadrão do Sexto Grupo de Aviação;2º/6º GAV;80328
37458;Departamento de Matemática;DM-DEF;37457
106434;Coordenação de Política de Inclusão e Assistência;N/D;105999
106435;Coordenação de Registros Escolares;N/D;105999
37466;Departamento de Psicologia;DPSI-UFJF;11617
37469;Serviço de Administração Radiodiagrama;ARADIO/DM;37467
37470;Coordenação de Extensão;CEX/CT;14154
37471;Coordenação de Integração Acadêmica l;CIA/CCS;14143
37472;Serviço de Psicologia Médica;SPM-DMD;37467
88836;Serviço de Administração de Recursos Humanos;N/D;88832
121619;Coordenação de Fiscalização de Excesso de Peso;N/D;62893
88838;Plenária;PL-CBR;88837
37497;Programa de Pós - Graduação em Engenharia de Pesca;PPGEP-UFCE;10908
37498;Curso de Química - Licenciatura;CQL-UFC;10882
101327;Secretaria;N/D;69164
37503;Serviço de Sólidos Orais;N/D;37502
37507;Biblioteca Setorial;BIBLS-MUSIC/UFMG;11764
102044;Coordenadoria de Finanças;CF;102043
37510;Seção de Serviços Gerais;SSG-EEFFTO/UFMG;11756
37511;Coordenação de Extensão;CENEX-ECI;11755
37512;Secretaria Administrativa;N/D;11807
37513;Divisão de Gerência Técnica;N/D;11807
37515;Gerência de Manutenção de Rede Hidráulica;SMP 2-PC-UnB;43188
37516;Gerência de Manutenção de Rede Elétrica;SMR -BCE-UnB;43188
37519;Coordenação de Extensão;CEX-ICPRI-UnB;24551
37520;Coordenação de Extensão;CEX/IQ-UnB;43253
37522;Coordenação de Cobrança e Controle;CCC-SGP-UnB;37521
37523;Coordenação do Curso de Pós-Graduação em Filosofia;CCF/SCHLA-UFPR;12576
37525;Seção de Material;SM-DA;48941
37526;Seção de Contabilidade;N/D;11791
37528;Coordenação do Curso de Pós-Graduação em Fisiologia e Farmacologia;N/D;11791
37529;Seção de Cadastro;SC/UFPR;37527
37582;Coordenação de Comunicação e Eventos;CCE;103732
37534;Procuradoria Federal;PROFE;103847
37538;Coordenação de Informática e Tecnologia;CIT/PRPPG;37537
37540;Coordenação de Articulação Sistêmica;CLV;115462
37541;Coordenação de Obras e Serviços de Engenharia;N/D;115467
37543;Coordenação de Contratos e Convênios;CCC;37539
37545;Serviço de Saúde Coletiva;SSC/DSC;37544
37547;Coordenação de Serviços de Manutenção e Logística;COM;37539
37555;Serviço de Imunologia;SI/IM/CCS;14156
37556;Serviço de Ambulatório;SA-UFRJ;15555
37557;Serviço de Admissão e Alta;SAA/DSC/HU;37544
37558;Seção de Controle Interno;SCI/DSC/HU;37544
37559;Coordenação dos Laboratórios de Química e Meio Ambiente;CLQMA;37551
37560;Coordenação da Área de Linguagens, Códigos e suas Tecnologias;CALCT;37597
37561;Coordenação da Área de Ciências Humanas e suas Tecnologias;CACHT;37597
37562;Coordenação da Área de Ciências da Natureza e suas Tecnologias;CACNT;37597
90214;Coordenação da EJA e Certificações;CET;30921
37565;Coordenação do Turno Matutino;CTM;37597
37566;Seção Financeira;SF-IPPUR;15552
37567;Coordenação do Turno Noturno;CTN;37597
37568;Coordenação do Turno Vespertino;CTV;37597
37577;Coordenação do Curso Técnico em Eletrotécnica;CCTE;37550
77235;Coordenação de Comunicação Social e Eventos;CCSE;36282
106437;Coordenação de Educação Básica e Profissional;N/D;106436
37586;Coordenação de Relações Empresariais e Comunitárias;CIEE;37536
90249;Coordenação de Recursos Financeiros;N/D;90247
37589;Coordenação do Centro de Documentação e Informação/Biblioteca;CCDIB;30921
37590;Coordenação do Curso de Tecnologia em Gestão de Obras;CCTGO;68252
37591;Coordenação Pedagógica em EaD;N/D;90208
37592;Departamento de Controle de Registros de Diplomas e Certificados;N/D;103733
122352;Secretaria;SEC-PROEN;105327
37596;Coordenação de Multi-Meios e Áudio-Visuais;CMMAV;30921
37598;Coordenação de Educação Física e Eventos Desportivos;CEFED;37597
107117;Serviço de Análise Correicional;SEAN;107116
107118;Serviço Técnico;SET;107103
37605;Coordenadoria de Registro de Atividades Docentes;CRAD/PROGRAD;60063
107161;Serviço de Apoio Administrativo;SEAD;87872
118972;Seção de Suprimento;N/D;118971
118973;Seção de Manutenção Odontológica;N/D;118971
37623;Subcoordenadoria de Prática Discente;SPD/CAEG;37622
37625;Divisão do Serviço Social;DSS/HU-UFMA;32770
102045;Coordenadoria de Contabilidade e Controladoria;CC;102043
37629;Seção de Apoio Administrativo;SAA/EBA/UFMG;11787
37630;Departamento Acadêmico de Disciplinas Básicas e Gerais;DADBG-CEFET-RJ;15584
37631;Departamento Acadêmico de Administração;DEPEA-CEFET-RJ;15584
107162;Serviço de Apoio à Produção Sustentável;SEAPS;87874
37633;Departamento Acadêmico de Engenharia Mecânica;DEMEC-CEFET-RJ;15584
107163;Serviço de Apoio para Fomento à Geração de Renda;SEAGE;87873
107164;Serviço de Projetos Demonstrativos ;SEPROD;107159
37636;Coordenadoria de Pesquisa e Estudos Tecnológicos;COPET-CEFET-RJ;67756
106438;Coordenação de Ensino Superior;N/D;106436
37638;Coordenadoria de Educação Artística;CEA-CEFET-RJ;61669
89002;Gerência de Gestão de Pessoas;CGP;39392
89164;Serviço de Obtenção de Terras;N/D;49438
89165;Serviço de Administração e Serviços Gerais;N/D;49167
119676;Gerência de Custos;GCUST;95932
37644;Seção de Ensino;SE-CP;11768
37645;Biblioteca Setorial;BS/ECI/UFMG;11755
89166;Serviço de Desenvolvimento Humano;N/D;49167
89167;Serviço de Desenvolvimento de Assentamentos;N/D;49439
89169;Serviço de Regularização Fundiária;N/D;89168
37652;Unidade Local em Niterói;8UL-7DRF;69288
89170;Serviço de Desenvolvimento de Assentamentos;N/D;49440
89171;Serviço de Implantação de Projetos de Assentamento;N/D;49466
37655;Unidade Local em Uruaçu;9UL-12UNIT;69294
89172;Serviço de Administração e Serviços Gerais;N/D;49490
37658;Direção;DIPAMB;37657
37659;Divisão Técnica;DTPAMB;37657
37660;Divisão Administrativa;DAPAMB;37657
102048;Diretoria de Engenharia e Arquitetura;DEA;55229
102049;Departamento Acadêmico de Ciências Sociais;DACS;119620
102050;Departamento Acadêmico de Engenharia Civil;DAEF;119626
102051;Comissão Interna de Auditoria;CA;14596
102052;Coordenação do REUNI;CR;14596
102053;Coordenação do Curso de Licenciatura em Educação Física;CCLEF;32202
99569;Departamento da Teoria da Arte e Música;N/D;11176
37670;Departamento de Engenharia Rural;DER;99588
102054;Coordenação do Curso da Computação e Comunicação Digital;CCCCD;32202
102055;Coordenação do Curso de Sistemas de Informação;CCSI;32202
102056;Coordenação do Curso de Licenciatura em Letras;CCLL;32202
37675;Divisão 1;N/D;37018
37677;Serviço 3;N/D;3953
37678;Serviço 2;N/D;3953
110882;Equipe de Arrecadação e Cobrança 4;EAC/4;3294
110883;Equipe de Arrecadação e Cobrança 5;EAC/5;3294
95489;Setor Técnico Administrativo;STADM-SRII;86846
95704;Departamento de Ciências Biológicas;N/D;95665
95705;Departamento de Enfermagem;N/D;95665
95706;Departamento de Farmácia-Bioquímica;N/D;95665
95707;Departamento de Fisioterapia;N/D;95665
95708;Departamento de Nutrição;N/D;95665
37691;Serviço 3;N/D;2380
37692;Serviço 1;N/D;2380
37693;Serviço 3;N/D;37759
37694;Serviço 1;N/D;37773
37695;Serviço 6;N/D;73841
37696;Serviço 4;N/D;37686
37697;Unidade Local em Três Rios;4UL-7DRF;69288
103231;Diretoria de Gestão de Recursos de Terceiros;DGRT;103230
37700;Coordenação de Almoxarifado;N/D;36267
37701;Coordenação de Compras e Licitações;N/D;36267
37702;Coordenação de Execução Orçamentária;COC/CEFETPB;36267
37703;Departamento de Contabilidade e Finanças;N/D;36267
37704;Coordenação de Ensino de Pesca e Aquicultura;N/D;36270
37705;Coordenação de Estagios;N/D;36270
101098;Setor de Licitações e Contratos;SLC;8700
101099;Setor de Marcenaria e Serralheria;STM;8700
101100;Setor de Tecnologia da Informação;STI;8700
106442;Coordenação de Inovação Tecnológica;N/D;105167
101102;Seção de Integração Escola-Comunidade;SIEC;34387
106443;Coordenação de Inovação Científica;N/D;105167
101104;Coordenação de Supervisão Pedagógica;CSP;34387
101105;Setor de Agricultura I;STAG I;8699
37715;Divisão de Estudos e Pareceres;DIEP;7468
37716;Divisão de Análise de Recursos;DIAR;7468
77781;Divisão de Apoio Administrativo;DAP;77778
109476;Seção de Contratos;SC;29972
37720;Coordenação Estadual do Programa Nacional de Educação na Reforma Agrária;COE-PRONERA-PI;37719
37721;Coordenação1;N/D;2380
37723;Coordenação 2;N/D;2380
37724;Coordenação 3;N/D;2380
37725;Serviço 2;N/D;2380
37726;Divisão 5;N/D;118415
37728;Coordenação de Controle Acadêmico;N/D;37741
37729;Divisão 6;N/D;118415
37730;Divisão 1;N/D;118415
37731;Divisão 2;N/D;2380
37732;Coordenação do Curso Técnico em Edificações;N/D;37741
37733;Divisão 1;N/D;2380
37734;Divisão 3;N/D;2380
37735;Divisão 4;N/D;2380
37737;Coordenação de Patrimônio, Almoxarifado e Comunicação;N/D;37727
37738;Divisão;N/D;8928
37739;Serviço 5;N/D;2380
37742;Coordenação de Desenvolvimento de Recursos Humanos;N/D;37727
37743;Coordenação de Unidade Acadêmica da Área de Indústria;N/D;37741
37744;Coordenação de Apoio ao Estudante;N/D;37741
37745;Coordenação do Curso Superior de Automação Industrial;N/D;37741
37746;Coordenação de Tecnologia da Informação;N/D;36271
37747;Coordenação do Curso Técnico em Eletromecânica;N/D;37741
37748;Coordenação da Biblioteca e Recursos Multimeios;CBRM/Cajazeiras;37722
89986;Setor de Expedição, Registro e Despacho de Documentos e Reprografia;N/D;30160
37752;Subcomissão Técnica para a CNAE;CNAE-fiscal;9972
95709;Departamento de Educação Física;N/D;95665
95710;Coordenadoria do Curso de Química;N/D;95664
95711;Coordenadoria do Curso de Sistemas de Informação;N/D;95664
95712;Coordenadoria do Curso de Turismo;N/D;95664
95713;Departamento de Matemática e Estatística;N/D;95664
95714;Departamento de Administração;DepAd;95663
95715;Departamento de Ciências Contábeis e Jurídicas;N/D;95663
95716;Departamento de Ciências Econômicas;N/D;95663
95717;Departamento de Ciências Exatas;N/D;95663
37766;Missão do Brasil Junto à União Européia ;BRASEUROPA;263
88669;Divisão;N/D;46132
88841;Secretaria-Executiva;SE-CBR;88837
88842;Grupo de Trabalho;GT-CBR;88837
77979;Consulado Honorário em Maniz;CH-ALEMANHA;846
77980;Consulado Honorário em Nagasaki;CH-TOQUIO;899
77981;Consulado Honorário em Malmö;CH-SUÉCIA;857
77982;Consulado Honorário em New Orleans;CH-EUA;26550
77983;Consulado Honorário em Phoenix;CH-EUA;37012
77984;Consulado Honorário em Quioto;CH-JAPÃO;899
101226;Coordenação do Colegiado de Pós-Graduação em Ciência da Reabilitação ;N/D;11756
101227;Coordenação do Colegiado de Pós-Graduação em Lazer;N/D;11756
101228;Coordenação do Colegiado de Pós-Graduação em Ciências do Esporte;N/D;11756
95718;Departamento de Serviço Social;DSSO;95663
95763;Gabinete;GAB;8702
101229;Setor de Áudio Visual;N/D;11756
101230;Setor de Informática;N/D;11756
20367;Serviço de Execução Orçamentária e Financeira;SEF;3617
101231;Setor de Biblioteca;N/D;11756
20368;Serviço de Informação, Documentação e Divulgação;SIDOC;3617
37791;Serviço de Análise e Execução da Despesa ;SEAED;37803
37792;Serviço de Apuração do Caixa;SEACX;37805
37793;Serviço de Análises Socioeducacionais ;SEASO;37813
37796;Divisão de Programação Orçamentária das Instituições Federais de Ensino Profissional e Tecnológico ;DIFES;37795
37797;Divisão de Programação Orçamentária das Instituições Federais de Ensino Profissional e Tecnológico ;DIFET;37795
37802;Divisão de Programação Financeira ;DIMOF;37799
37804;Divisão de Movimentação Financeira ;DEMOF;37800
37806;Divisão de Análise Integridade Contábeis e de Custos ;DAIC;37801
37807;Cerimonial;CE;1949
20369;Serviço;N/D;3617
78553;Serviço;N/D;73838
78554;Serviço de Análise e Acompanhamento de Despesas Obrigatórias;SADEO;37798
78555;Serviço de Análise e Acompanhamento de Receitas Próprias;SAREP;37798
95205;Campus Açailândia;CampusAÇAILÂNDIA;100921
95206;Campus Santa Inês;Camp.Santa Inêz;100921
103830;Serviço;N/D;95059
91749;Campus Buriticupu;Camp.Buriticupu;100921
95780;Secretaria de Expediente;N/D;95764
78558;Serviço de Análise e Avaliação ;SEAV;37844
78559;Serviço Administrativo ;SERAD;118399
91750;Campus Zé Doca;Campus Ze Doca;100921
78560;Serviço de Apoio e Acompanhamento ;SEAPA;37841
95781;Coordenação do Curso de Pós-Graduação (Mestrado) em Agronomia;CPMA;95778
95782;Coordenação do Curso de Pós-Graduação (Mestrado) em Ciências Florestais;CPCF;95778
78564;Coordenação 1;N/D;8928
96352;Seção de Processamento de Dados e Redes;SPDR;1202
37831;Departamento de Geografia;N/D;16259
37832;Coordenação do Curso de Educação Artística;N/D;16259
37833;Departamento de Ciências Pesqueiras;N/D;16265
78565;Divisão 2;N/D;118415
95783;Coordenação do Curso de Pós-Graduação (Doutorado) em Ciências Agrárias;CPDCA;95778
95785;Serviço de Cultura Física;SE-FCAP;69672
78570;Serviço 4;N/D;2380
95860;Diretoria-Executiva;DIREX-VALEC;1800
37843;Coordenação de Comunicação Social e Eventos;CCS/Mossoró;36295
37845;Gabinete;CGAB/Mossoró;36295
88962;Secretaria da Direção Geral;SGC-UDI;1192
95861;Conselho Fiscal;CONFIS-VALEC;1800
95862;Auditoria Interna;AUDIN;95858
95863;Assessoria de Comunicação e Relações Institucionais;ASCOM;1800
78575;Serviço 5;N/D;37686
78576;Serviço 2;N/D;37759
37853;Coordenação de Tecnologia da Informação;CTI;36295
116147;Coordenação de Desenvolvimento Organizacional;N/D;103637
37859;Serviço de Clínica Cirúrgica;SCC-HUGV;97987
97927;Divisão de Análise e Estudos Ambientais;N/D;16306
37863;Consulado Honorário em Edimburgo;CH-GRÂ-BRETANHA;37862
116175;Coordenação de PROEJA;N/D;116168
121655;Coordenação de Pesquisa ;CPesq;121651
37867;Departamento de Saúde Materno - Infantil;DSMI-I;28869
37869;Divisão de Gestão de Benefícios;DGB-CAC-UFC;37868
37870;Divisão de Apoio Administrativo;DAA-PRAE-UFC;28786
118671;Coordenação;N/D;31605
118672;Coordenação;N/D;90927
118673;Divisão;N/D;90927
37875;Coordenadoria de Laboratórios;CL-CEFETRN;36286
116113;Câmara de Educação Básica;N/D;248
116114;Câmara de Educação Superior;N/D;248
116176;Coordenação de Registro Escolar;N/D;116168
116177;Diretoria de Ensino, Pesquisa e Extensão;N/D;105072
118674;Serviço;N/D;90927
85548;Serviço de Expediente;SE-DP;14980
118675;Serviço;N/D;73953
118676;Coordenação;N/D;94716
95954;Laboratório de Ultrasom;LAVIB;5028
88963;Coordenação do Curso de Licenciatura em Computação;CCSC-UDI;7295
124745;Consulado Honorário em Maribor;CH-CANADÁ;9102
95955;Núcleo de Laboratório de Eletroquímica;LABEL;47852
37901;Departamento de Pós-Graduação;DPG/PPPG-UFMA;32214
37902;Departamento de Pesquisa;DP/PPPG-UFMA;32214
37906;Serviço de Apoio às Coordenações;SEACO;21628
85549;Serviço de Expediente;SE-DT;14981
37928;Serviço de Gestão de Segurança da Informação;SEGSI;37925
37929;Serviço de Operações de Serviços de Data Center;SEODC;37926
37930;Serviço de Gestão de Dados;SEGDA;37925
37931;Serviço de Gerenciamento de Projetos de Tecnologia da Informação;SEGPR;37927
37932;Serviço de Desenvolvimento e Integração de Aplicações;SEDIA;37927
37933;Serviço de Carreira e Acompanhamento;SECAC;26342
37935;Serviço de Capacitação Institucional;SECIN;26342
121802;Serviço de Análise Financeira;SEAFI;121801
37938;Serviço de Cadastro, Aposentadoria e Pensão;SECAP;24777
37957;Parque de Material Aeronáutico dos Afonsos;PAMA-AF;69
37958;Parque de Material Aeronáutico do Galeão;PAMA-GL;69
37959;Parque de Material Aeronáutico de São Paulo;PAMA-SP;69
37961;Núcleo do Parque de Material Aeronáutico de Recife;PAMA-RF;69
95956;Laboratório de Análise Orgânica;LABEL;47852
95957;Laboratório de Análise de Gases;LABAG;47852
95958;Setor de Laboratório de Análise Inorgânica;LABIN;47852
95959;Setor de Laboratório de Motores e Combustíveis;LAMOC;47852
95960;Núcleo de Laboratório de Biomateriais e Tribologia;LABIT;89779
37983;Conselho Universitário;CU-UFRN;417
37984;Colegiado de Cursos;COC-UFRN;417
37985;Coordenações de Cursos;CC-UFRN;417
37986;Pró-Reitoria de Extensão Universitária;PREU-RE;13298
37987;Pró-Reitoria de Planejamento e Coordenação-Geral;PRPC-RE;13298
37991;Seção de Convênios;SC-DAF;37990
37992;Divisão de Contabilidade;DC-DAF;37990
37995;Unidade Regional de Ensino Superior de Santa Cruz;URESSC-UFRN;417
37996;Unidade Regional de Ensino Superior de Nova Cruz;URES-N.CRUZ;417
37997;Unidade Regional de Ensino Superior de Macau;URES-MACAU;417
95961;Núcleo de Laboratório de Microscopia;LABMI;89779
99715;Procuradoria Seccional Federal em Montes Claros - MG;PSF-MGMTC;77633
38000;Serviço de Operação e Suporte;SOS-CEFET-MG;15686
38001;Seção de Lotação e Pagamento;SLP-EAF-COLO;30130
38003;Seção de Atividades Gerais;SAG-HC-UFG;38053
38004;Seção de Material;SM-HC-UFG;38053
38005;Seção Financeira;SF-HC-UFG;38002
38006;Seção de Manutenção e Reparo;SMR-HC-UFG;38053
38007;Seção de Lavanderia e Rouparia;SLR-HC-UFG;38002
96848;Coordenação do Curso de Engenharia Civil;N/D;24848
38009;Centro de Treinamento;CT-HC-UFG;38002
38010;Divisão Técnica;DT-HC-UFG;38002
38011;Arquivo Médico e Estatística;AME-HC-UFG;38002
38012;Seção de Nutrição;SN-HC-UFG;38002
96849;Coordenação do Curso de Engenharia de Minas;N/D;24848
38014;Seção de Serviços Sociais;SSS-HC-UFG;38002
38015;Seção de Odontologia;SO-HC-UFG;38002
38016;Seção de Documentação Científica;SDC-HC-UFG;38002
38018;Seção de Anestesiologia;SA-HC-UFG;38002
38019;Seção de Ambulatório;SA-HC-UFG;38002
38020;Seção de Banco de Sangue;SBS-HC-UFG;38002
38021;Seção de Raio X;SRX-HC-UFG;38002
38022;Seção de Laboratório Clínico e Anatomia Patológica;SLCA-HC-UFG;38002
38023;Seção de Medicina de Urgência;SMU-HC-UFG;38002
38024;Coordenadoria de Assuntos Políticos da Reitoria;CAP-UFG;422
38025;Divisão de Museologia;DM-UFG;11577
